code,name,category,source,field,detected_in_text,param_value,issue_type,severity,description
S980967170,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1700 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1700x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1700x700x850
S980957130,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1300 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1300x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1300x700x850
S981037210,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 2100 mm,Gastro Prevádzky a Profesionáli > Umývacia technika > Stoly k umývačkám,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,2100x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 2100x700x850
S980967180,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1800 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1800x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1800x700x850
S981037170,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1700 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1700x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1700x700x850
S980967190,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1900 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1900x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1900x700x850
S980957170,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1700 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1700x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1700x700x850
S980967150,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 1500 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1500x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1500x700x850
S981047230,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 2300 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,2300x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 2300x700x850
S981037220,Umývací stôl pre podstolovú umývačku STALGAST® - dĺžka 2200 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,2200x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 2200x700x850
S980786180,Umývací stôl s dvojdrezom a bez police  1800x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1800x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1800x600x850
S980786190,Umývací stôl s dvojdrezom a bez police  1900x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1900x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1900x600x850
S980786170,Umývací stôl s dvojdrezom a bez police  1700x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1700x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1700x600x850
S980787170,Umývací stôl s dvojdrezom a bez police  1700x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1700x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1700x700x850
S980787190,Umývací stôl s dvojdrezom a bez police  1900x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1900x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1900x700x850
S980786150,Umývací stôl s dvojdrezom a bez police  1500x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1500x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1500x600x850
S980826110,Umývací stôl s dvojdrezom a s policou  1100x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1100x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1100x600x850
S980826190,Umývací stôl s dvojdrezom a s policou  1900x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1900x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1900x600x850
S980827110,Umývací stôl s dvojdrezom a s policou  1100x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1100x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1100x700x850
S980826170,Umývací stôl s dvojdrezom a s policou  1700x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1700x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1700x600x850
S980827190,Umývací stôl s dvojdrezom a s policou  1900x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1900x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1900x700x850
S980826120,Umývací stôl s dvojdrezom a s policou  1200x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1200x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1200x600x850
S980827150,Umývací stôl s dvojdrezom a s policou  1500x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1500x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1500x700x850
S980826180,Umývací stôl s dvojdrezom a s policou  1800x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1800x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1800x600x850
S980827180,Umývací stôl s dvojdrezom a s policou  1800x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1800x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1800x700x850
S980827130,Umývací stôl s dvojdrezom a s policou  1300x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1300x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1300x700x850
S980827160,Umývací stôl s dvojdrezom a s policou  1600x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1600x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1600x700x850
S980827170,Umývací stôl s dvojdrezom a s policou  1700x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1700x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1700x700x850
S980646110,Umývací stôl s jedným drezom a bez police  1100x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1100x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1100x600x850
S980646090,Umývací stôl s jedným drezom a bez police  900x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,900x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 900x600x850
S980657150,Umývací stôl s jedným drezom a bez police  1500x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1500x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1500x700x850
S980647130,Umývací stôl s jedným drezom a bez police  1300x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1300x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1300x700x850
S980657170,Umývací stôl s jedným drezom a bez police  1700x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1700x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1700x700x850
S980646080,Umývací stôl s jedným drezom a bez police  800x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,800x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 800x600x850
S980656190,Umývací stôl s jedným drezom a bez police  1900x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1900x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1900x600x850
S980656160,Umývací stôl s jedným drezom a bez police  1600x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1600x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1600x600x850
S980657190,Umývací stôl s jedným drezom a bez police  1900x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1900x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1900x700x850
S980646140,Umývací stôl s jedným drezom a bez police  1400x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1400x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1400x600x850
S980647110,Umývací stôl s jedným drezom a bez police  1100x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1100x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1100x700x850
S980647090,Umývací stôl s jedným drezom a bez police  900x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,900x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 900x700x850
S980647120,Umývací stôl s jedným drezom a bez police  1200x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1200x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1200x700x850
S980656150,Umývací stôl s jedným drezom a bez police  1500x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1500x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1500x600x850
S980646120,Umývací stôl s jedným drezom a bez police  1200x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1200x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1200x600x850
S980647140,Umývací stôl s jedným drezom a bez police  1400x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1400x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1400x700x850
S980657160,Umývací stôl s jedným drezom a bez police  1600x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1600x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1600x700x850
S980646130,Umývací stôl s jedným drezom a bez police  1300x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1300x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1300x600x850
S980656180,Umývací stôl s jedným drezom a bez police  1800x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1800x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1800x600x850
S980647100,Umývací stôl s jedným drezom a bez police  1000x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1000x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1000x700x850
S980697190,Umývací stôl s jedným drezom a s policou  1900x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1900x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1900x700x850
S980696090,Umývací stôl s jedným drezom a s policou  900x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,900x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 900x600x850
S980697160,Umývací stôl s jedným drezom a s policou  1600x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1600x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1600x700x850
S980696160,Umývací stôl s jedným drezom a s policou  1600x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1600x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1600x600x850
S980696150,Umývací stôl s jedným drezom a s policou  1500x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1500x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1500x600x850
S980696130,Umývací stôl s jedným drezom a s policou  1300x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1300x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1300x600x850
S980696100,Umývací stôl s jedným drezom a s policou  1000x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1000x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1000x600x850
S980696170,Umývací stôl s jedným drezom a s policou  1700x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1700x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1700x600x850
S980697170,Umývací stôl s jedným drezom a s policou  1700x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1700x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1700x700x850
S980697130,Umývací stôl s jedným drezom a s policou  1300x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1300x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1300x700x850
S980696070,Umývací stôl s jedným drezom a s policou  700x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,700x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 700x600x850
S980697080,Umývací stôl s jedným drezom a s policou  800x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,800x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 800x700x850
S980696140,Umývací stôl s jedným drezom a s policou  1400x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1400x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1400x600x850
S980696110,Umývací stôl s jedným drezom a s policou  1100x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1100x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1100x600x850
S980696180,Umývací stôl s jedným drezom a s policou  1800x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1800x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1800x600x850
S980697120,Umývací stôl s jedným drezom a s policou  1200x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1200x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1200x700x850
S801506,Umývačka riadu 500 STALGAST® bez odp. čerpadla,Gastro Prevádzky a Profesionáli > Umývacia technika > Umývačky riadu > Univerzálne umývačky,gastromarket_stalgast,Príkon (W),3.4 kW (3400 W),4900,TEXT_PARAM_MISMATCH,WARNING,Text states 3.4 kW (3400 W) but filter has 4900 W
S9716110,4-Plynový sporák s rúrou GN2/1,Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),3.5 kW (3500 W),7000,TEXT_PARAM_MISMATCH,WARNING,Text states 3.5 kW (3500 W) but filter has 7000 W
S773013,"Dvojitý plynový sporák, 1140x607, 2x9,0 kW, G30/37 mbar | STALGAST 773013",Gastro Prevádzky a Profesionáli > Varná technika > Varné stoličky a variče,gastromarket_stalgast,Príkon (W),9.0 kW (9000 W),18000,TEXT_PARAM_MISMATCH,WARNING,Text states 9.0 kW (9000 W) but filter has 18000 W
S746079,"Elektrická fritéza, 2-komorová, horizontálna, Caterina, V 2x5 l, P 2x3 kW | STALGAST 746079",Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,gastromarket_stalgast,Príkon (W),3.0 kW (3000 W),6000,TEXT_PARAM_MISMATCH,WARNING,Text states 3.0 kW (3000 W) but filter has 6000 W
S9721000,Elektrické Bain Marie Stalgast 800,Gastro Prevádzky a Profesionáli > Varná technika > Vodné kúpele (Bain-Marie),gastromarket_stalgast,Rozmery (ŠxHxV),630x510x155,800x700x250,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 630x510x155 diverge from filter 800x700x250
S9705500,Elektrický sklokeramický sporák – 2 Stalgast,Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),2.5 kW (2500 W),5000,TEXT_PARAM_MISMATCH,WARNING,Text states 2.5 kW (2500 W) but filter has 5000 W
S9715000,Elektrický sporák – 4 Stalgast s rúrou GN1/1,Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),10.4 kW (10400 W),17400,TEXT_PARAM_MISMATCH,WARNING,Text states 10.4 kW (10400 W) but filter has 17400 W
S9716000,Elektrický sporák – 4 Stalgast s rúrou GN2/1,Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),10.4 kW (10400 W),17400,TEXT_PARAM_MISMATCH,WARNING,Text states 10.4 kW (10400 W) but filter has 17400 W
S9717000,Elektrický sporák – 6 Stalgast s rúrou GN1/1,Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),15.6 kW (15600 W),22600,TEXT_PARAM_MISMATCH,WARNING,Text states 15.6 kW (15600 W) but filter has 22600 W
S9718000,Elektrický sporák – 6 Stalgast s rúrou GN2/1,Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),15.6 kW (15600 W),22600,TEXT_PARAM_MISMATCH,WARNING,Text states 15.6 kW (15600 W) but filter has 22600 W
S746068,Fritéza Caterina 2x5 l,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,gastromarket_stalgast,Príkon (W),2.0 kW (2000 W),4000,TEXT_PARAM_MISMATCH,WARNING,Text states 2.0 kW (2000 W) but filter has 4000 W
S746096,Fritéza Caterina 8 l,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,gastromarket_stalgast,Rozmery (ŠxHxV),220x210x123,300x510x390,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 220x210x123 diverge from filter 300x510x390
S746782,"Indukčná fritéza, 2-komorová, V 2x8 l, P 2x3,5 kW | STALGAST 746782",Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,gastromarket_stalgast,Príkon (W),3.5 kW (3500 W),7000,TEXT_PARAM_MISMATCH,WARNING,Text states 3.5 kW (3500 W) but filter has 7000 W
S777700,"Indukčná varná doska, 2-pólová, P 2x3kW | STALGAST 777700",Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Stolné indukčné variče,gastromarket_stalgast,Príkon (W),3.0 kW (3000 W),6000,TEXT_PARAM_MISMATCH,WARNING,Text states 3.0 kW (3000 W) but filter has 6000 W
S950118,"Kateringový stôl 183 x 76,2 x 74 cm",Gastro Prevádzky a Profesionáli > Transport a logistika > Cateringový nábytok,gastromarket_stalgast,Rozmery (ŠxHxV),915x762x45,1830x762x740,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 915x762x45 diverge from filter 1830x762x740
S777218,"Kontaktný dvojitý gril, Majestic, P 2x2 kW, U 230 V | STALGAST 777218","Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Kontaktné grily, Hriankovače a Salamandre",gastromarket_stalgast,Príkon (W),2.0 kW (2000 W),4000,TEXT_PARAM_MISMATCH,WARNING,Text states 2.0 kW (2000 W) but filter has 4000 W
S742028,Kontaktný gril Caterina - DOUBLE,"Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Kontaktné grily, Hriankovače a Salamandre",gastromarket_stalgast,Príkon (W),1.8 kW (1800 W),3600,TEXT_PARAM_MISMATCH,WARNING,Text states 1.8 kW (1800 W) but filter has 3600 W
S692212,Lapač hmyzu LED - 2x 6W,Gastro Prevádzky a Profesionáli > Hygiena a sanitácia > Lapače hmyzu,gastromarket_stalgast,Príkon (W),0.006 kW (6 W),12,TEXT_PARAM_MISMATCH,WARNING,Text states 0.006 kW (6 W) but filter has 12 W
S692213,Lapač hmyzu LED - 2x 8W,Gastro Prevádzky a Profesionáli > Hygiena a sanitácia > Lapače hmyzu,gastromarket_stalgast,Príkon (W),0.008 kW (8 W),16,TEXT_PARAM_MISMATCH,WARNING,Text states 0.008 kW (8 W) but filter has 16 W
S775002,Mikrovlnná rúra STALGAST ECO,Gastro Prevádzky a Profesionáli > Varná technika > Rýchloohrevné a mikrovlnné rúry,gastromarket_stalgast,Rozmery (ŠxHxV),342x364x232,483x420x281,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 342x364x232 diverge from filter 483x420x281
S775419,Mikrovlnná rúra SAMSUNG - 1850W - 2xmagnetrón - digitálne ovládanie,Gastro Prevádzky a Profesionáli > Varná technika > Rýchloohrevné a mikrovlnné rúry,gastromarket_stalgast,Rozmery (ŠxHxV),370x370x190,464x597x368,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 370x370x190 diverge from filter 464x597x368
S9714310,"Plynový sporák s elektrickou rúrou, 1200x700, 25,5+6,5 kW, G20/20 mbar | STALGAST 9714310",Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),25.5 kW (25500 W),6500,TEXT_PARAM_MISMATCH,WARNING,Text states 25.5 kW (25500 W) but filter has 6500 W
