Kat. číslo;Názov tovaru;Bežná cena;Výrobca;Krátky popis;Dlhý popis;Obrázky;Hlavna kategória;Viditeľný
TP 1444;Liebherr TP 1444 Plus;559.0;Liebherr;"Úspornosť: D
Farba: Biela
Výška (cm): 85.00
Šírka (cm): 55.40
Hĺbka (cm): 62.30
Hmotnosť prístroja vrátane obalu (kg): 36.40
Spotreba elektrickej energie za 365 dní: 113.00
Hlučnosť (dB): 37.00
Počet chladiacich okruhov: 1
Doba skladovania pri výpadku prúdu (h): 9
Čistý objem celkom (l): 121
Čistý objem chladničky (l): 106.00
Čistý objem mrazničky (l): 15.00
Zmrazovacia kapacita za 24 h(kg): 5";"4-hviezdičková mraziaca časť

K ideálnemu uloženie a zmrazenie čerstvých potravín slúži 4-hviezdičková mraziaca časť siahajúci k teplotám pod -18 ° C. S týmito teplotnými podmienkami sú v potravinách zachované všetky nutričné hodnoty.

Priehľadné priehradky na zeleninu

Priehľadné VitamínBoxy ponúkajú veľké množstvo úložného priestoru pre prehľadné uskladnenie ovocia a zeleniny. Navyše sa dajú ľahko čistiť.

Možnosť zmeny smeru otvárania dverí

Prístroje sa z výrobných závodov vyrábajú štandardne s otváraním dverí doprava. Možnosť zmeny smeru otvárania dverí vám pomôže k dokonalej priestorovej integrácii a zladenie s interiérom kuchyne. Pozor, existujú ale výnimky. Napríklad pri modeloch ECBN, kde je umiestnenie pántov iba trvalé ľavej alebo trvalé pravé.";;;1
CNc 5023;Liebherr CNc 5023 Plus;849.0;Liebherr;"BluPerformance: ano
Nofrost: ano
Úspornosť: C
Farba: Biela
Výška (cm): 165.50
Šírka (cm): 59.70
Hĺbka (cm): 67.50
Hmotnosť prístroja vrátane obalu (kg): 71.40
Spotreba elektrickej energie za 365 dní: 153.00
Hlučnosť (dB): 35.00
Počet chladiacich okruhov: 2
Doba skladovania pri výpadku prúdu (h): 20
Čistý objem celkom (l): 280
Čistý objem chladničky (l): 177.00
Čistý objem mrazničky (l): 103.00
Zmrazovacia kapacita za 24 h(kg): 10";"BluPerformance

BluPerformance najnovšej generácie chladničiek, vďaka ktorej LIEBHERR odskočil na míle konkurenciu. Nové chladničky majú systém chladenia kompaktne integrovaný do sokla a minimalizujú tak hlučnosť pri maximálnej úspore miesta. BluPerformance je maximálny výkon a nová dimenzia energetickej úspornosti!
Chladničky BluPerformance sú vybavené zónou BioFresh, otváracím mechanizmom zabudovaným do madiel, inovatívnym dizajnom interiéru, veľkým dotykovým displejom, LED osvětelním, sieťovou jednotkou SmartDeviceBox a filtrom s aktívnym uhlím.

NoFrost

Funkcia NoFrost od Liebherru je nielen praktická, ale v konečnom dôsledku vedie aj k značným úsporám energie (väčšia ekologickosť/úspornosť prístroja).
Samotný priestor mrazničky je chladený prúdiacim vzduchom, ktorý je zbavovaný vlhkosti a tá je následne odvádzaná von. Navyše celý priestor je v pravidelných cykloch odmrazovaný teplým vzduchom. Vďaka týmto opatreniam nie je vôbec potrebné samotnú mrazničku odmrazovať. Námraza sa však netvorí ani na samotných uskladnených potravinách, čo v konečnom dôsledku vedie k úspore energie. Je totiž dokázané, že vinou neodstránenej námrazy predpísaným odmrazovaním u mrazničiek bez funkcie NoFrost dochádza k zvýšeniu spotreby týchto prístrojov v priemere o 20 %.
 
Celý systém NoFrost (No Frost) je samozrejme ovládaný sofistikovanou elektronikou, tak aby celý proces chladenia prebiehal čo najúčinnejšie a najšetrnejšie.
 
Vďaka dynamickému chladeniu dochádza tiež k rýchlejšiemu zmrazeniu vložených potravín a tým k eliminácii baktérií, predĺženiu trvanlivosti aj zlepšeniu chuti.
 
Naša ponuka mrazničiek s NoFrost:
Kombinované chladničky s mrazničkou s NoFrost
Americké chladničky s NoFrost
Šuplíkové (skriňové) mrazničky NoFrost

DuoCooling

Liebherr DuoCooling - samostatná regulácia teploty.
Vybrané modely kombinovaných chladničiek Liebherr sú vybavené technológiou DuoCooling - dvojokruhovým chladením. Tento systém umožňuje samostatnú reguláciu oboch častí chladničky (chladničky aj mrazničky).
 
Ďalej možno úplne vypnúť chladničku napr. pre prípad odchodu na dovolenku a nechať bežať iba mrazničku, kde máte potraviny pre dlhodobé uskladnenie, čo vedie k úspore energie.

Výhody a chod systému si môžete pozrieť aj na videu nižšie.

SmartDeviceBox ako dovybavenie

Dovybaviť sa zariadením SmartDeviceBox vám umožní prepojiť váš Liebherr s internetom. SmartDeviceBox stačí jednoducho nainštalovať do vášho chytrého zariadenia a hneď je vám otvorený celý svet digitálnych možností.
Liebherr SmartDeviceBox pre voľne stojace modely 
Liebherr SmartDeviceBox pre vstavané modely

PowerCooling

Výkonný systém smerovo riadenej cirkulácie vzduchu PowerCooling zabezpečuje rýchle ochladenie práve uložených potravín (bez nežiaduceho teplotného šoku pre potraviny) a rovnomernú teplotu udržiavanú vo vnútri celého priestoru chladničky. Kontakt na dverách vypína ventilátor keď sú dvere otvorené, čím bráni strate chladu a šetrí elektrickú energiu.
LIEBHERR - kvalita, dizajn a inovácie.

SuperSilent

Dokonalé zladenie a vyladenie všetkých chladiacich komponentov ako ventily, ventilátory, kompresory a výparníky zaručujú úplné ticho a nerušený pokoj vo vašej kuchyni.";;;1
GN 42Vd24;Liebherr GN 42Vd24 Plus;679.0;Liebherr;"BluPerformance: ano
Nofrost: ano
Úspornosť: D
Výška (cm): 125.50
Šírka (cm): 59.70
Hĺbka (cm): 67.50
Hmotnosť prístroja vrátane obalu (kg): 49.70
Spotreba elektrickej energie za 365 dní: 166.00
Hlučnosť (dB): 37.00
Počet chladiacich okruhov: 1
Doba skladovania pri výpadku prúdu (h): 15
Čistý objem celkom (l): 160
Čistý objem mrazničky (l): 161.00
Zmrazovacia kapacita za 24 h(kg): 15";"NoFrost

Funkcia NoFrost od Liebherru je nielen praktická, ale v konečnom dôsledku vedie aj k značným úsporám energie (väčšia ekologickosť/úspornosť prístroja).
Samotný priestor mrazničky je chladený prúdiacim vzduchom, ktorý je zbavovaný vlhkosti a tá je následne odvádzaná von. Navyše celý priestor je v pravidelných cykloch odmrazovaný teplým vzduchom. Vďaka týmto opatreniam nie je vôbec potrebné samotnú mrazničku odmrazovať. Námraza sa však netvorí ani na samotných uskladnených potravinách, čo v konečnom dôsledku vedie k úspore energie. Je totiž dokázané, že vinou neodstránenej námrazy predpísaným odmrazovaním u mrazničiek bez funkcie NoFrost dochádza k zvýšeniu spotreby týchto prístrojov v priemere o 20 %.
 
Celý systém NoFrost (No Frost) je samozrejme ovládaný sofistikovanou elektronikou, tak aby celý proces chladenia prebiehal čo najúčinnejšie a najšetrnejšie.
 
Vďaka dynamickému chladeniu dochádza tiež k rýchlejšiemu zmrazeniu vložených potravín a tým k eliminácii baktérií, predĺženiu trvanlivosti aj zlepšeniu chuti.
 
Naša ponuka mrazničiek s NoFrost:
Kombinované chladničky s mrazničkou s NoFrost
Americké chladničky s NoFrost
Šuplíkové (skriňové) mrazničky NoFrost

SmartDeviceBox ako dovybavenie

Dovybaviť sa zariadením SmartDeviceBox vám umožní prepojiť váš Liebherr s internetom. SmartDeviceBox stačí jednoducho nainštalovať do vášho chytrého zariadenia a hneď je vám otvorený celý svet digitálnych možností.
Liebherr SmartDeviceBox pre voľne stojace modely 
Liebherr SmartDeviceBox pre vstavané modely

FrostProtect

Nová technológia FrostProtect je inštalovaná do vybraných mrazničiek LIEBHERR. Vďaka aplikácii tejto inovatívnej technológie je možné mrazničky inštalovať i v nevykurovaných priestoroch, napríklad v garáži. Spodná hranica teploty okolitého priestoru je teraz už  od -15  °C a horná hranica teploty je vymedzená stupňom klimatickej triedy, ktorou je spotrebič certifikovaný.

SuperFrost

Funkcia SuperFrost vám umožní rýchle zamrazenie čerstvo uložených potravín vďaka rýchlemu odnímanie tepla z vnútorného priestoru chladničky. Potraviny si tak zachovávajú všetky výživové hodnoty. Návrat z teploty -32 ° C k pôvodne nastavenej teplote v mrazničke je regulovaný na základe množstva alebo času. To zaistí šetrnú energetickú úsporu.

Alarm pri výpadku prúdu

Koniec roztečenej zmrzline vo vašom mrazničke v dôsledku náhleho výpadku prúdu. Šikovný alarm, zabudovaný v spotrebičoch Liebherr, vám dá nielen akusticky, ale aj vizuálne na zabudovanom displeji vedieť, že je vaša zmrzlina v ohrození. Nebude vás však desiť zbytočne! Pokiaľ bude výpadok krátky a teplota sa v mraziacom oddiele razantne nezvýši, alarm zostane vypnutý.

Dverový alarm

K spusteniu upozornenie otvorených dverí v podobe akustického alarmu dochádza 60 sekúnd od otvorenia dverí. Dverový alarm tak zaistí ochranu pred nežiadúcimi teplotami, ktoré by mohli narušiť kvalitu uskladňovanie potravín.";;;1
CTPe 231-26;Liebherr CTPe 231-26;449.0;Liebherr;"SmartFrost: ano
Úspornosť: E
Farba: Biela
Výška (cm): 140.10
Šírka (cm): 55.00
Hĺbka (cm): 63.00
Hmotnosť prístroja vrátane obalu (kg): 49.30
Spotreba elektrickej energie za 365 dní: 181.00
Hlučnosť (dB): 37.00
Počet chladiacich okruhov: 1
Doba skladovania pri výpadku prúdu (h): 17
Čistý objem celkom (l): 234
Čistý objem chladničky (l): 190.00
Čistý objem mrazničky (l): 44.00
Zmrazovacia kapacita za 24 h(kg): 3";"SmartFrost

Technológia SmartFrost od Liebherr v sebe kombinuje ľahkú údržbu a nízku spotrebu elektrickej energie. Steny mraziaceho priestoru sú hladké, námraza sa na ne teda prichytáva veľmi ťažko a aj samotné odmrazenie je jednoduché a je otázkou niekoľkých minút.
Samotný výparník je navinutý priamo na plastovom boxe a zaliaty do izolačnej peny, aby sa dosiahla čo najväčšia efektivita odvodu tepla a tým aj zníženie spotreby elektrickej energie. 
Tým, že nie je potrebný sušiaci a odmrazovací cyklus ako u technológie NoFrost, je tento systém o niečo úspornejšie a priestorovo menej náročný.

Priehľadné priehradky na zeleninu

Priehľadné VitamínBoxy ponúkajú veľké množstvo úložného priestoru pre prehľadné uskladnenie ovocia a zeleniny. Navyše sa dajú ľahko čistiť.

Možnosť zmeny smeru otvárania dverí

Prístroje sa z výrobných závodov vyrábajú štandardne s otváraním dverí doprava. Možnosť zmeny smeru otvárania dverí vám pomôže k dokonalej priestorovej integrácii a zladenie s interiérom kuchyne. Pozor, existujú ale výnimky. Napríklad pri modeloch ECBN, kde je umiestnenie pántov iba trvalé ľavej alebo trvalé pravé.

VarioSpace

Teraz sa do vaší mrazničky s technológiou NoFrost alebo SmartFrost vojde naozaj všetko. A to vďaka chytré, ale ľahké technológii VarioSpace. Rýchlym vybratím úložných boxov a políc dosiahnete potrebného miesta pre vaše objemné potraviny.";;;1
IRBbi 5150;Liebherr IRBbi 5150 Prime;2299.0;Liebherr;"Biofresh: ano
Úspornosť: B
Farba: Variabilná
Výška (cm): 177.20
Šírka (cm): 56.00
Hĺbka (cm): 55.00
Hmotnosť prístroja vrátane obalu (kg): 79.00
Spotreba elektrickej energie za 365 dní: 80.00
Hlučnosť (dB): 29.00
Počet chladiacich okruhov: 1
Čistý objem celkom (l): 296
Čistý objem chladničky (l): 296.00";"Integrovaný SmartDeviceBox

Dnes je na internete už naozaj každý, výnimkou nemusí byť ani váš spotrebič Liebherr so zabudovaným SmartDeviceBoxem. Je to ľahké, zapojte svoj spotrebič do zásuvky, zapnite, následne pripojte cez WLAN do siete a užívajte všetky výhody Smart Home.

PowerCooling

Výkonný systém smerovo riadenej cirkulácie vzduchu PowerCooling zabezpečuje rýchle ochladenie práve uložených potravín (bez nežiaduceho teplotného šoku pre potraviny) a rovnomernú teplotu udržiavanú vo vnútri celého priestoru chladničky. Kontakt na dverách vypína ventilátor keď sú dvere otvorené, čím bráni strate chladu a šetrí elektrickú energiu.
LIEBHERR - kvalita, dizajn a inovácie.

UltraSilent

U technológie UltraSilent je konštrukcia navrhnutá tak, aby maximálne tlmila hluk. Vzniká tak jedna z najtichších chladničiek na trhu vôbec.

SoftTelescopic

U všetkých chladničiek LIEBHERR vo výbave Premium sú BioFresh úložné boxy usadené na teleskopických plnovýsuvoch SoftTelescopic, so samočinným vtiahnutím a jemným tlmením uzatváranie, čo je pri dennom používaní bezpečné, praktické a komfortné. Boxy možno plne vysunúť a vybrať pri otvorení dverí na 90 ° a väčším. Prehľadnosť je vyriešená centrálne integrovaným LED osvetlením.

VarioBoxy

Kde je balíček droždia? Kde je tuba s horčicou? VarioBoxy slúžia na to, aby ste v chladničke poľahky našli aj malé veci: Zaručujú prehľadnosť a poriadok vo vnútorných dverách. Vďaka tomu, že sú priehľadné, hneď uvidíte, čo sa v nich nachádza. Boxy sa ľahko vyťahujú – a vďaka dorazu výsuvu zaručene nič nepadne na zem.

Pohodlné nastavenie výšky pre sklenené poličky

Máte veľkú nádobu do chladničky? Potom jednoducho prestavte výšky zásuvu sklenených poličiek. Vďaka pohodlnému nastaveniu výšky to ide rýchlo a individuálne – dokonca s už aj uskladnenými potravinami.";;;1
FKUV 1663;Liebherr FKUV 1663;1388.67;Liebherr;"Úspornosť: C
Spotreba elektrickej energie za 365 dní: 353.32
Hlučnosť (dB): 45.00
Systém chladenia: dynamický
Čistý objem celkom (l): 130
Čistý objem chladničky (l): 130.00";"Teplotný alarm

Teplotné výkyvy sú okamžite zaznamenané akustickým aj vizuálnym poplachom, napriklad po výpadku elektrického prúdu či pri otvorených dverách.

Ekologické chladiace médium

Šetrnejšie k prírode môžete byť vďaka pultovým mrazákům s chladiacim médiami R600 a R290, ktorá svojimi ekologickými vlastnosťami takmer nahradila média R134a a R404a. Vďaka chladiacim médiám R600 a R290 u Liebherr spotrebičov je znížená ekologická stopa s ohľadom na CO2, majú minimálny skleníkový efekt a nulový potenciál pre ničenie ozónu.

Prezentácia produktov s vysokým účinkom

Osvetlenie LED účinne prezentuje uložené výrobky vo vnútornom priestore. LED osvetlenie je navyše energeticky úsporné.

Chladenie cirkulujúcim vzduchom

Chladenie čerstvo uložených produktov zaistí vysoko výkonné vetráky, ktoré zároveň zachovávajú rovnomernú chladiacu teplotu vo vnútri chladničky.

Digitálny teplotný displej

Presnú teplotu vnútorného priestoru vašej Liebherr chladničky zachytí digitálny displej umiestnený na vonkajšej strane spotrebiča.

Reverzné závesy dverí (ľavý/pravý)

Chladničky Liebherr sú pôvodne vyrobené so závesmi na pravej strane. S rezervnými závesy môžete pozmeniť ich stranu a prispôsobiť tak umiestnenie podľa vašich potrieb.";;;1
FNa 6625;Liebherr FNa 6625 Plus;1549.0;Liebherr;"BluPerformance: ano
Nofrost: ano
Úspornosť: A
Farba: Biela
Výška (cm): 145.50
Šírka (cm): 69.70
Hĺbka (cm): 76.00
Hmotnosť prístroja vrátane obalu (kg): 75.50
Spotreba elektrickej energie za 365 dní: 99.00
Hlučnosť (dB): 33.00
Počet chladiacich okruhov: 1
Doba skladovania pri výpadku prúdu (h): 18
Čistý objem celkom (l): 260
Čistý objem mrazničky (l): 260.00
Zmrazovacia kapacita za 24 h(kg): 17";"NoFrost

Keď otvoríte svoj mraziaci priečinok, chcete vidieť zmrazené potraviny – ale určite žiadny ľad a námrazu. NoFrost chráni mraziaci priestor pred neželanou tvorbou námrazy, ktorá spotrebúva veľa energie a občas je drahá. NoFrost znamená: Už žiadne namáhavé a časovo náročné odmrazovanie mraziaceho priečinku, viac času na iné vec – a úspora peňazí.

Možnosť dovybavenia so SmartDeviceBox

Chcete byť vybavení pre budúcnosť Smart Home? Vaša chladnička Liebherr vám rada pomôže: Môže ju dovybaviť so SmartDeviceBox, ktorý dostane vašu chladničku Liebherr na internet. SmartDeviceBox namontujete v niekoľkých krokoch a už dnes vám otvorí dvere do celého sveta digitálnych možností.

White

Jednoducho, klasicky, kvalitne: Chladnička Liebherr so svojím lesklým, bielym povrchom sa obzvlášť dobre hodí do svetlého prostredia – a napriek trendom a móde zostáva nadčasová, pekná a funkčná. Biely povrch je robustný a ľahko sa čistí. Vďaka tomu zostane vaša chladnička Liebherr veľa rokov rovnako krásna, ako je teraz.

Dotykový displej

Skutočne jedinečný: Vďaka dotykovému displeju je ovládanie vašej chladničky Liebherr skutočne jednoduché a intuitívne. Na displeji sú všetky funkcie prehľadne usporiadané. Ľahkým dotykom prsta poľahky napríklad zvolíte funkcie alebo skontrolujte aktuálnu teplotu vašej chladničky.

EasyOpen

Poznáte to? Po uložení nákupu v mrazničke si všimnete, že ste na niečo zabudli – dvere potom musíte znovu otvoriť namáhavým ťahaním. To sa vám so spotrebičom Liebherr nestane: Vďaka funkcii EasyOpen môžete dvere komfortne a jednoducho otvoriť aj viackrát za sebou.

Zapustené madlo

Mimoriadna a funkčná: Vďaka zvislo a ergonomicky umiestnenému zapustenému madlu môžete spotrebič otvárať pohodlne a s ľahkosťou. Moderný a puristický dizajn súčasne umožňuje dokonalú integráciu do vašej kuchyne bez madiel.";;;1
CUe 281-26;Liebherr CUe 281-26;569.0;Liebherr;"SmartFrost: ano
Úspornosť: E
Farba: Biela
Výška (cm): 161.20
Šírka (cm): 55.00
Hĺbka (cm): 63.00
Hmotnosť prístroja vrátane obalu (kg): 61.50
Spotreba elektrickej energie za 365 dní: 192.00
Hlučnosť (dB): 38.00
Počet chladiacich okruhov: 1
Doba skladovania pri výpadku prúdu (h): 14
Čistý objem celkom (l): 266
Čistý objem chladničky (l): 212.00
Čistý objem mrazničky (l): 54.00
Zmrazovacia kapacita za 24 h(kg): 3";"SmartFrost

Technológia SmartFrost od Liebherr v sebe kombinuje ľahkú údržbu a nízku spotrebu elektrickej energie. Steny mraziaceho priestoru sú hladké, námraza sa na ne teda prichytáva veľmi ťažko a aj samotné odmrazenie je jednoduché a je otázkou niekoľkých minút.
Samotný výparník je navinutý priamo na plastovom boxe a zaliaty do izolačnej peny, aby sa dosiahla čo najväčšia efektivita odvodu tepla a tým aj zníženie spotreby elektrickej energie. 
Tým, že nie je potrebný sušiaci a odmrazovací cyklus ako u technológie NoFrost, je tento systém o niečo úspornejšie a priestorovo menej náročný.

Priehľadné priehradky na zeleninu

Priehľadné VitamínBoxy ponúkajú veľké množstvo úložného priestoru pre prehľadné uskladnenie ovocia a zeleniny. Navyše sa dajú ľahko čistiť.

Možnosť zmeny smeru otvárania dverí

Prístroje sa z výrobných závodov vyrábajú štandardne s otváraním dverí doprava. Možnosť zmeny smeru otvárania dverí vám pomôže k dokonalej priestorovej integrácii a zladenie s interiérom kuchyne. Pozor, existujú ale výnimky. Napríklad pri modeloch ECBN, kde je umiestnenie pántov iba trvalé ľavej alebo trvalé pravé.

FrostSafe

Technológia FrostSafe zaručuje vzájomnú kompaktnosť a perfektnú uzavretosť u vyberateľných a vysokých úložných boxov. O mrazených potravinách môžete mať ľahko prehľad vďaka priehľadným čelom boxov.

Univerzálna polička na fľaše

Všetky modely BioFresh ponúkajú jedinečnú možnosť bezpečného ukladania fliaš do univerzálnej police. Môžete využiť dve varianty pohodlného uloženia. Prvou možnosťou je hladká sklenená odkladacia plocha a druhou možnosťou je priestor s plastovým povrchom a s profilovaným dnom, kde môžete variabilne ukladať fľaše rôznych priemerov. Oba povrchy sú súčasťou úložné police.

VarioSpace

Vo všetkých mrazničkách s technológiami NoFrost alebo SmartFrost sa vďaka variabilnému priestorovému riešeniu VarioSpace  dajú úložné boxy a sklenené úložné police medzi nimi ľahko vybrať a vytvoriť potrebný veľký priestor. 
VarioSpace - jednoduché riešenie ako rýchlo prispôsobiť miesto pre uloženie objemných potravín, napríklad celé morky.
LIEBHERR - kvalita, dizajn a inovácie.";;;1
Liebherr UIKO;Liebherr Liebherr UIKO 1560;1919.0;Liebherr;"Úspornosť: E
Farba: Variabilná
Výška (cm): 82.00
Šírka (cm): 59.70
Hĺbka (cm): 55.00
Hmotnosť prístroja vrátane obalu (kg): 44.40
Spotreba elektrickej energie za 365 dní: 93.00
Hlučnosť (dB): 35.00
Počet chladiacich okruhov: 1
Čistý objem celkom (l): 132
Čistý objem chladničky (l): 132.00";"Automatika SuperCool

Automatika SuperCool zníži teplotu v chladiacom priečinku až na 12 hodín na +2 °C – to je ideálne pre rýchle vychladenie práve uskladnených potravín.

Dverový poplach

Pre bezpečnú ochranu potravín varuje zvukový dverový poplach, keď sú dvere otvorené 60 sekúnd.

VarioSockel

VarioSockel umožňuje výškové a hĺbkové nastavenie na kuchynský nábytok. Všetky štyri nastavovacie pätky sa dajú nastavovať spredu na dráhe 60 mm. Vetracia mriežka na čele kuchyne sa navyše dá variabilne upraviť s 55 mm dráhou posunu.

LiftUp-Box

S boxom LiftUp-Box sa dá ideálne využiť úložný priestor pod vysúvateľnými vozíkmi. Box je namontovaný ergonomicky, dá sa ľahko vyberať a vydrží zaťaženie až do hmotnosti 5 kg. Pri vyťahovaní sa LiftUp-Box posunie z výklenku na dne nahor a umožní pohodlné vyberanie potravín.";;;1
RBsfc 5220;Liebherr RBsfc 5220 Plus;1179.0;Liebherr;"BluPerformance: ano
Biofresh: ano
Úspornosť: C
Farba: Nerez - fólie imitácia nerezu
Výška (cm): 185.50
Šírka (cm): 59.70
Hĺbka (cm): 67.50
Hmotnosť prístroja vrátane obalu (kg): 75.00
Spotreba elektrickej energie za 365 dní: 101.00
Hlučnosť (dB): 34.00
Počet chladiacich okruhov: 1
Čistý objem celkom (l): 382
Čistý objem chladničky (l): 382.00";"Priečinok na ovocie a zeleninu

Chrumkavý šalát alebo jahody: Najcitlivejšie potraviny si zaslúžia špeciálne miesto, aby zostali dlhšie čerstvé: priečinky BioFresh. V „BioFresh s priečinkom na ovocie a zeleninu“ panuje teplota blízko 0 °C. V kombinácii s vlhkosťou vzduchu, ktorá v ňom nepretržite panuje vďaka hermetickému uzavretiu, sa nebalené ovocie a zelenina cítia obzvlášť dobre. Nemusíte nič nastavovať.

DrySafe

Chcete, aby jemný teľací steak alebo čerstvé mlieko zostali čo najdlhšie čerstvé? Priečinky BioFresh sa o to postarajú: V „DrySafe“ panuje teplota blízko 0 °C – ideálne skladovacie podmienky aj pre najcitlivejšie potraviny. A to najlepšie: Všetko je z výroby dokonale nastavené na okamžité použitie – pre dlhšiu čerstvosť.

Možnosť dovybavenia so SmartDeviceBox

Chcete byť vybavení pre budúcnosť Smart Home? Vaša chladnička Liebherr vám rada pomôže: Môže ju dovybaviť so SmartDeviceBox, ktorý dostane vašu chladničku Liebherr na internet. SmartDeviceBox namontujete v niekoľkých krokoch a už dnes vám otvorí dvere do celého sveta digitálnych možností.

SteelFinish

Milujete chladnú eleganciu vo svojej kuchyni? Potom je Liebherr s povrchom SteelFinish vašou voľbou. Materiál Colaminat s vertikálnym kefovaním je opticky veľmi podobný skutočnej ušľachtilej oceli, je robustný a ľahko sa čistí. Bočné steny so strieborným lakovaným povrchom perfektne dopĺňajú elegantný vzhľad.

Dotykový displej

Skutočne jedinečný: Vďaka dotykovému displeju je ovládanie vašej chladničky Liebherr skutočne jednoduché a intuitívne. Na displeji sú všetky funkcie prehľadne usporiadané. Ľahkým dotykom prsta poľahky napríklad zvolíte funkcie alebo skontrolujte aktuálnu teplotu vašej chladničky.

Zapustené madlo

Mimoriadna a funkčná: Vďaka zvislo a ergonomicky umiestnenému zapustenému madlu môžete spotrebič otvárať pohodlne a s ľahkosťou. Moderný a puristický dizajn súčasne umožňuje dokonalú integráciu do vašej kuchyne bez madiel.";;;1
FNb 505i;Liebherr FNb 505i Prime;1749.0;Liebherr;"BluPerformance: ano
Nofrost: ano
Úspornosť: B
Farba: Biela
Výška (cm): 165.50
Šírka (cm): 59.70
Hĺbka (cm): 65.50
Hmotnosť prístroja vrátane obalu (kg): 85.70
Spotreba elektrickej energie za 365 dní: 120.00
Hlučnosť (dB): 33.00
Počet chladiacich okruhov: 1
Doba skladovania pri výpadku prúdu (h): 16
Čistý objem celkom (l): 239
Čistý objem mrazničky (l): 239.00
Zmrazovacia kapacita za 24 h(kg): 17";"NoFrost

Keď otvoríte svoj mraziaci priečinok, chcete vidieť zmrazené potraviny – ale určite žiadny ľad a námrazu. NoFrost chráni mraziaci priestor pred neželanou tvorbou námrazy, ktorá spotrebúva veľa energie a občas je drahá. NoFrost znamená: Už žiadne namáhavé a časovo náročné odmrazovanie mraziaceho priečinku, viac času na iné vec – a úspora peňazí.

Integrovaný SmartDeviceBox

Vaša chladnička Liebherr je síce umiestnená v kuchyni – ale keď chcete, dostane sa tiež kedykoľvek na internet: Integrované zariadenie SmartDeviceBox otvára bránu ku všetkým výhodám Smart Home. Stačí ho strčiť do zásuvky, zapnúť a pripojiť k sieti prostredníctvom WLAN vašej chladničky Liebherr.

White

Jednoducho, klasicky, kvalitne: Chladnička Liebherr so svojím lesklým, bielym povrchom sa obzvlášť dobre hodí do svetlého prostredia – a napriek trendom a móde zostáva nadčasová, pekná a funkčná. Biely povrch je robustný a ľahko sa čistí. Vďaka tomu zostane vaša chladnička Liebherr veľa rokov rovnako krásna, ako je teraz.

Displej Touch & Swipe

Vaša chladnička Liebherr Vás počúvne na dotyk prsta: Vďaka displeju Touch & Swipe je ovládanie vašej chladničky intuitívne a zvládlo by ho aj dieťa. Ťuknutím a potiahnutím na farebnom displeji jednoducho navolíte funkcie ako „SuperCool“. S rovnakou ľahkosťou nastavíte aj teplotu. A keď displej aktívne nepoužívate? Potom displej zobrazuje skutočnú teplotu.

EasyTwist-Ice

Či už počas letného dňa alebo pre párty: Vďaka EasyTwist-Ice si jednoducho a rýchlo pripravíte zásobu kociek ľadu – úplne bez pevnej prípojky vody. Jednoducho naplňte vodu do nádržky, nechajte ju zamrznúť a jednoduchým otočením uvoľnite hotové kocky ľadu – a už môžete podávať vychladené nápoje. EasyTwist-Ice sa ľahko čistí a vždy zabezpečí hygienickú výrobu kociek ľadu.

EasyOpen

Poznáte to? Po uložení nákupu v mrazničke si všimnete, že ste na niečo zabudli – dvere potom musíte znovu otvoriť namáhavým ťahaním. To sa vám so spotrebičom Liebherr nestane: Vďaka funkcii EasyOpen môžete dvere komfortne a jednoducho otvoriť aj viackrát za sebou.";;;1
